Animal ID,Name,DateTime,MonthYear,Date of Birth,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Outcome
A710312,,08/21/2015 03:11:00 PM,08/21/2015 03:11:00 PM,07/27/2015,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,0
A725002,,04/26/2016 01:55:00 PM,04/26/2016 01:55:00 PM,09/24/2015,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Brown Tabby,0
A830251,*Greta,03/13/2021 04:49:00 PM,03/13/2021 04:49:00 PM,03/05/2019,Dog,Intact Female,2 years,German Shepherd,Brown/Black,0
A791850,,04/02/2019 08:52:00 AM,04/02/2019 08:52:00 AM,04/01/2017,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby,1
A689567,Chloe,10/14/2014 02:52:00 PM,10/14/2014 02:52:00 PM,10/06/2008,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black,0
A774159,,06/15/2018 11:15:00 AM,06/15/2018 11:15:00 AM,06/11/2017,Other,Unknown,1 year,Tortoise Mix,Brown,0
A746422,Zelda,04/09/2017 05:18:00 PM,04/09/2017 05:18:00 PM,04/02/2016,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,0
A734603,*Foxy,10/06/2016 01:18:00 PM,10/06/2016 01:18:00 PM,11/09/2015,Dog,Spayed Female,10 months,German Shepherd Mix,Brown/Black,0
A747838,,04/25/2017 03:39:00 PM,04/25/2017 03:39:00 PM,04/04/2017,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White,0
A826608,*Dumplin,03/26/2021 02:35:00 PM,03/26/2021 02:35:00 PM,12/02/2018,Dog,Spayed Female,2 years,Pit Bull,Tan,0
A745984,Gringo,04/02/2017 01:17:00 PM,04/02/2017 01:17:00 PM,03/27/2015,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,0
A750025,,07/30/2017 02:36:00 PM,07/30/2017 02:36:00 PM,03/07/2017,Dog,Neutered Male,4 months,Golden Retriever Mix,Gold,0
A761276,Buddy,12/09/2017 03:24:00 PM,12/09/2017 03:24:00 PM,11/02/2016,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,0
A836543,Lucy,06/21/2021 04:39:00 PM,06/21/2021 04:39:00 PM,04/11/2021,Dog,Spayed Female,2 months,Labrador Retriever,Yellow,0
A727647,,07/09/2016 06:19:00 PM,07/09/2016 06:19:00 PM,04/24/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0
A811096,,12/31/2019 04:34:00 PM,12/31/2019 04:34:00 PM,10/27/2019,Dog,Spayed Female,2 months,Labrador Retriever/Anatol Shepherd,Brown/White,0
A711737,Juan,09/13/2015 05:48:00 PM,09/13/2015 05:48:00 PM,04/11/2015,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby,0
A666768,Faith,11/07/2013 02:09:00 PM,11/07/2013 02:09:00 PM,06/24/2013,Dog,Spayed Female,4 months,Miniature Poodle Mix,Buff,0
A748763,,06/13/2017 03:50:00 PM,06/13/2017 03:50:00 PM,04/21/2017,Cat,Intact Male,1 month,Siamese Mix,Lynx Point,0
A693171,Rollo,12/15/2014 06:42:00 PM,12/15/2014 06:42:00 PM,05/03/2014,Dog,Neutered Male,7 months,Border Collie/German Shepherd,Brown Brindle/Black,0
A812680,Colt Jr,01/27/2020 07:15:00 PM,01/27/2020 07:15:00 PM,09/27/2018,Dog,Intact Male,1 year,Siberian Husky Mix,Tan/Black,0
A750953,*Elsie,06/04/2017 01:06:00 PM,06/04/2017 01:06:00 PM,06/02/2015,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue,0
A713286,,10/11/2015 05:04:00 PM,10/11/2015 05:04:00 PM,07/21/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0
A816740,,04/26/2020 02:48:00 PM,04/26/2020 02:48:00 PM,04/23/2020,Cat,Unknown,3 days,Domestic Shorthair Mix,Orange Tabby,0
A594461,Gabby,11/09/2013 11:38:00 AM,11/09/2013 11:38:00 AM,03/01/2006,Dog,Spayed Female,7 years,Brittany,White/Orange,0
A773729,,06/19/2018 02:29:00 PM,06/19/2018 02:29:00 PM,05/07/2018,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,0
A753355,,07/06/2017 08:55:00 AM,07/06/2017 08:55:00 AM,07/05/2015,Other,Unknown,2 years,Raccoon,Black/Gray,1
A695530,Padme,10/17/2015 03:36:00 PM,10/17/2015 03:36:00 PM,09/02/2014,Dog,Spayed Female,1 year,Labrador Retriever/German Shepherd,Brown,0
A665095,Paddy,10/18/2013 01:23:00 PM,10/18/2013 01:23:00 PM,10/17/2009,Dog,Neutered Male,4 years,Dachshund Mix,Red/Buff,0
A788622,Gigi,02/24/2019 08:55:00 PM,02/24/2019 08:55:00 PM,02/05/2017,Dog,Spayed Female,2 years,Dachshund Mix,Tan,0
A722707,,03/21/2016 03:58:00 PM,03/21/2016 03:58:00 PM,03/21/2013,Other,Unknown,3 years,Bat Mix,Brown,1
A693580,Shakira,04/25/2015 12:17:00 PM,04/25/2015 12:17:00 PM,12/10/2013,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Black,0
A774599,Boochy,06/19/2018 03:39:00 PM,06/19/2018 03:39:00 PM,06/18/2013,Dog,Intact Male,5 years,Dachshund Mix,Black/Brown,0
A667793,,11/24/2013 08:50:00 AM,11/24/2013 08:50:00 AM,11/22/2011,Other,Unknown,2 years,Bat Mix,Brown,1
A712730,,09/27/2015 02:14:00 PM,09/27/2015 02:14:00 PM,09/27/2013,Cat,Intact Male,2 years,Domestic Shorthair Mix,Gray Tabby,1
A673850,,03/03/2014 05:40:00 PM,03/03/2014 05:40:00 PM,03/03/2013,Other,Unknown,1 year,Bat,Brown/Black,1
A805979,,10/11/2019 07:41:00 PM,10/11/2019 07:41:00 PM,07/20/2019,Dog,Spayed Female,2 months,Doberman Pinsch,Red,0
A796732,Jasmine,06/11/2019 12:20:00 PM,06/11/2019 12:20:00 PM,06/04/2017,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie,0
A797766,*Louise,06/28/2019 10:27:00 AM,06/28/2019 10:27:00 AM,11/17/2018,Dog,Intact Female,7 months,Labrador Retriever Mix,Tan/White,0
A812962,Nova,02/02/2020 02:13:00 PM,02/02/2020 02:13:00 PM,02/01/2016,Dog,Spayed Female,4 years,Miniature Schnauzer,Gray/Black,0
A797450,Luna,07/03/2019 03:52:00 PM,07/03/2019 03:52:00 PM,12/13/2017,Dog,Spayed Female,1 year,Labrador Retriever Mix,White,0
A754989,Molly,02/19/2019 07:04:00 PM,02/19/2019 07:04:00 PM,05/27/2017,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan,0
A731531,*Alex,09/16/2016 12:00:00 AM,09/16/2016 12:00:00 AM,06/16/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White,0
A759906,*Andy,10/13/2017 07:11:00 PM,10/13/2017 07:11:00 PM,10/09/2015,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Black,0
A818198,*Posh Spice,06/06/2020 12:34:00 PM,06/06/2020 12:34:00 PM,04/03/2020,Cat,Spayed Female,2 months,Domestic Shorthair,Black,0
A835102,A835102,06/10/2021 04:53:00 PM,06/10/2021 04:53:00 PM,03/23/2021,Cat,Neutered Male,2 months,Domestic Shorthair,Black,0
A734284,*Rebbie J.,10/21/2016 08:08:00 AM,10/21/2016 08:08:00 AM,07/28/2016,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby,0
A809787,Banjo,02/07/2020 06:15:00 PM,02/07/2020 06:15:00 PM,02/01/2019,Dog,Neutered Male,1 year,Australian Cattle Dog,Red/White,0
A799912,Coco,07/19/2019 12:21:00 PM,07/19/2019 12:21:00 PM,12/13/2018,Dog,Neutered Male,7 months,Pit Bull,White/Blue,0
A699374,Damian,04/05/2016 11:47:00 AM,04/05/2016 11:47:00 AM,03/26/2013,Dog,Intact Male,3 years,Rottweiler,Black/Tan,0
A766002,Nala,02/06/2018 01:54:00 PM,02/06/2018 01:54:00 PM,01/31/2015,Dog,Spayed Female,3 years,Black Mouth Cur Mix,Tan,0
A705120,,06/13/2015 03:18:00 PM,06/13/2015 03:18:00 PM,06/11/2015,Dog,Intact Male,2 days,German Shepherd Mix,Black/White,0
A664807,Lily,10/09/2013 06:24:00 PM,10/09/2013 06:24:00 PM,10/09/2004,Dog,Spayed Female,9 years,Cocker Spaniel,Chocolate/Gray,0
A718056,,12/24/2015 01:30:00 PM,12/24/2015 01:30:00 PM,12/20/2009,Cat,Intact Female,6 years,Manx Mix,Brown Tabby,0
A723593,,04/05/2016 03:23:00 PM,04/05/2016 03:23:00 PM,04/03/2016,Cat,Intact Female,2 days,Domestic Shorthair Mix,Tortie/Blue,0
A686185,*Ricky,09/05/2014 03:07:00 PM,09/05/2014 03:07:00 PM,06/18/2014,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White,0
A720650,Jasper,02/18/2016 05:19:00 PM,02/18/2016 05:19:00 PM,02/13/2014,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown,0
A776083,Sammy,07/16/2018 05:55:00 PM,07/16/2018 05:55:00 PM,04/10/2018,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,0
A692925,Sace,12/04/2014 12:19:00 PM,12/04/2014 12:19:00 PM,11/28/2010,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue/White,0
A743428,Binx,02/14/2017 05:23:00 PM,02/14/2017 05:23:00 PM,02/10/2012,Dog,Neutered Male,5 years,English Bulldog Mix,Brown Brindle/White,0
A806958,*Joel,10/25/2019 06:14:00 PM,10/25/2019 06:14:00 PM,10/18/2016,Dog,Neutered Male,3 years,German Shepherd/Siberian Husky,Black/Tan,0
A804271,,09/13/2019 12:00:00 AM,09/13/2019 12:00:00 AM,05/12/2019,Dog,Intact Female,4 months,Labrador Retriever,Black/White,1
A704656,,06/07/2015 07:54:00 PM,06/07/2015 07:54:00 PM,06/06/2015,Other,Unknown,1 day,Opossum,Pink,0
A807542,Waylon,11/07/2019 05:53:00 PM,11/07/2019 05:53:00 PM,01/26/2019,Dog,Neutered Male,9 months,Blue Lacy Mix,White/Blue,0
A724915,,04/22/2016 06:48:00 PM,04/22/2016 06:48:00 PM,04/22/2014,Other,Unknown,2 years,Bat Mix,Brown,1
A821355,Lala,08/10/2020 11:28:00 AM,08/10/2020 11:28:00 AM,08/10/2013,Dog,Intact Female,7 years,Chihuahua Shorthair,White/Black,0
A761042,Prince,11/18/2017 03:39:00 PM,11/18/2017 03:39:00 PM,10/28/2015,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,0
A727411,,05/22/2016 12:56:00 PM,05/22/2016 12:56:00 PM,05/20/2016,Cat,Unknown,2 days,Domestic Shorthair Mix,Blue Tabby,0
A791449,,03/26/2019 08:41:00 AM,03/26/2019 08:41:00 AM,03/26/2018,Other,Intact Male,1 year,Opossum,Gray,1
A786063,Chata,02/06/2019 04:37:00 PM,02/06/2019 04:37:00 PM,12/15/2016,Dog,Spayed Female,2 years,Chinese Sharpei,Black/White,0
A767730,*Rosita,04/28/2018 01:38:00 PM,04/28/2018 01:38:00 PM,03/03/2018,Dog,Spayed Female,1 month,Jack Russell Terrier Mix,White/Tan,0
A833368,,05/03/2021 06:02:00 PM,05/03/2021 06:02:00 PM,04/28/2020,Dog,Neutered Male,1 year,Basenji Mix,White/Brown,0
A707537,*Olive,07/18/2015 02:47:00 PM,07/18/2015 02:47:00 PM,04/14/2015,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,0
A716662,Archer,11/29/2015 06:19:00 PM,11/29/2015 06:19:00 PM,07/22/2015,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby/White,0
A792481,*George,04/19/2019 11:36:00 AM,04/19/2019 11:36:00 AM,04/11/2018,Dog,Neutered Male,1 year,German Shepherd Mix,Cream,0
A819024,*Nairobi,08/06/2020 09:46:00 AM,08/06/2020 09:46:00 AM,06/21/2017,Dog,Spayed Female,3 years,Labrador Retriever Mix,Cream,0
A747889,Violet,05/01/2017 06:36:00 PM,05/01/2017 06:36:00 PM,10/26/2015,Dog,Spayed Female,1 year,Blue Lacy Mix,Sable/Brown,0
A707896,*Tokyo,02/19/2016 02:58:00 PM,02/19/2016 02:58:00 PM,07/19/2013,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,0
A708359,Ganja,07/30/2015 03:56:00 PM,07/30/2015 03:56:00 PM,01/26/2015,Dog,Spayed Female,6 months,Pit Bull/Labrador Retriever,Black/Brown,0
A808149,*Toffee,11/10/2019 01:29:00 PM,11/10/2019 01:29:00 PM,11/04/2017,Dog,Spayed Female,2 years,Dachshund Mix,Tan/White,0
A697835,Sasha,03/05/2015 05:08:00 PM,03/05/2015 05:08:00 PM,03/02/2014,Dog,Intact Female,1 year,Cardigan Welsh Corgi Mix,Red/Brown,0
A812527,*Tebo,02/12/2020 03:13:00 PM,02/12/2020 03:13:00 PM,01/23/2018,Dog,Neutered Male,2 years,American Staffordshire Terrier,Tan/White,0
A758165,Banjo Joey,09/14/2017 07:33:00 PM,09/14/2017 07:33:00 PM,09/12/2016,Cat,Spayed Female,1 year,American Shorthair Mix,White/Blue,0
A798929,,07/19/2019 09:10:00 AM,07/19/2019 09:10:00 AM,06/02/2019,Dog,Unknown,1 month,Labrador Retriever,Black,1
A783762,Shadow,07/14/2019 04:53:00 PM,07/14/2019 04:53:00 PM,11/05/2009,Dog,Neutered Male,9 years,Chinese Crested/Cocker Spaniel,Black,0
A676744,*Tramp,04/19/2014 06:26:00 PM,04/19/2014 06:26:00 PM,06/14/2013,Dog,Neutered Male,10 months,Miniature Pinscher Mix,Black/Tan,0
A812037,Akamaru,01/22/2020 04:14:00 PM,01/22/2020 04:14:00 PM,01/15/2019,Dog,Neutered Male,1 year,Siberian Husky,Yellow,0
A760313,Aggie,10/20/2017 04:38:00 PM,10/20/2017 04:38:00 PM,08/20/2017,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Blue Tabby,0
A674998,Buttercup,07/01/2014 01:46:00 PM,07/01/2014 01:46:00 PM,03/21/2010,Cat,Spayed Female,4 years,Maine Coon Mix,Calico,1
A756048,*Gelato,09/16/2017 02:51:00 PM,09/16/2017 02:51:00 PM,07/13/2017,Cat,Spayed Female,2 months,American Shorthair Mix,Black/White,0
A669524,,12/22/2013 08:27:00 AM,12/22/2013 08:27:00 AM,12/21/2010,Other,Unknown,3 years,Bat Mix,Brown,1
A728029,Ceasar,12/10/2016 03:55:00 PM,12/10/2016 03:55:00 PM,05/30/2004,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,Tan/White,0
A756965,*Lucas,09/05/2017 10:34:00 PM,09/05/2017 10:34:00 PM,12/28/2016,Dog,Neutered Male,8 months,Labrador Retriever Mix,Black/Brown,0
A673363,,02/24/2014 05:59:00 PM,02/24/2014 05:59:00 PM,12/22/2013,Dog,Neutered Male,2 months,Labrador Retriever/Pit Bull,Tan,0
A786871,Sophia,05/15/2019 08:22:00 AM,05/15/2019 08:22:00 AM,01/03/2014,Dog,Spayed Female,5 years,Chihuahua Shorthair,Tan,0
A806184,*Baby,10/15/2019 02:24:00 PM,10/15/2019 02:24:00 PM,03/07/2019,Dog,Intact Female,7 months,Pit Bull Mix,Tan/White,0
A713813,*Leilo,10/22/2015 02:31:00 PM,10/22/2015 02:31:00 PM,10/13/2007,Cat,Spayed Female,8 years,Domestic Longhair Mix,Brown Tabby/White,0
A731312,,07/20/2016 03:39:00 PM,07/20/2016 03:39:00 PM,06/28/2016,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Brown Tabby,0
A694744,Max,01/09/2015 05:42:00 PM,01/09/2015 05:42:00 PM,01/03/2006,Dog,Neutered Male,9 years,German Shepherd Mix,Red/Black,0
A715488,,11/09/2015 02:46:00 PM,11/09/2015 02:46:00 PM,11/05/2014,Dog,Intact Male,1 year,Miniature Pinscher Mix,Brown,0
A830256,Kira,03/06/2021 01:16:00 PM,03/06/2021 01:16:00 PM,03/05/2017,Cat,Intact Female,4 years,Domestic Shorthair,Calico,0
A784410,*Garfield,12/01/2018 03:34:00 PM,12/01/2018 03:34:00 PM,09/15/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0
A757034,,09/01/2017 12:00:00 AM,09/01/2017 12:00:00 AM,08/29/2016,Cat,Intact Male,1 year,Domestic Shorthair Mix,Gray Tabby/White,0
A785818,Princess,12/14/2018 02:55:00 PM,12/14/2018 02:55:00 PM,12/10/2017,Dog,Intact Female,1 year,Pug/Beagle,Tan/White,0
A794118,,05/04/2019 01:03:00 PM,05/04/2019 01:03:00 PM,04/19/2019,Cat,Unknown,2 weeks,Domestic Shorthair Mix,White/Blue Tabby,0
A806816,,10/20/2019 05:44:00 PM,10/20/2019 05:44:00 PM,07/16/2019,Cat,Intact Female,3 months,Domestic Shorthair,Torbie,0
A775366,,06/28/2018 06:50:00 PM,06/28/2018 06:50:00 PM,06/28/2017,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue/White,0
A807670,Peggy,11/10/2019 03:05:00 PM,11/10/2019 03:05:00 PM,09/13/2019,Cat,Intact Female,1 month,Domestic Shorthair,Cream Tabby,0
A724259,Bella,07/09/2016 07:30:00 PM,07/09/2016 07:30:00 PM,04/14/2012,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue/White,0
A731418,Frida,09/07/2016 10:09:00 AM,09/07/2016 10:09:00 AM,07/07/2016,Cat,Intact Female,2 months,Domestic Longhair Mix,Black/White,0
A702335,,06/30/2015 06:57:00 AM,06/30/2015 06:57:00 AM,04/20/2015,Cat,Neutered Male,2 months,Siamese Mix,Flame Point,0
A711545,*Misty,09/16/2015 07:30:00 PM,09/16/2015 07:30:00 PM,05/08/2015,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby,0
A362851,Mr. Leo,08/28/2021 11:48:00 AM,08/28/2021 11:48:00 AM,09/16/2003,Dog,Neutered Male,17 years,Dachshund,Brown/White,0
A789874,,03/13/2019 03:25:00 PM,03/13/2019 03:25:00 PM,04/08/2018,Dog,Spayed Female,11 months,Staffordshire Mix,Black/White,0
A704577,Big Cat,06/06/2015 03:36:00 PM,06/06/2015 03:36:00 PM,10/25/2005,Cat,Spayed Female,9 years,Domestic Shorthair Mix,White/Blue,0
A758301,*Peaches,09/23/2017 06:02:00 PM,09/23/2017 06:02:00 PM,09/13/2015,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,0
A793986,Diva,05/22/2019 01:11:00 PM,05/22/2019 01:11:00 PM,05/02/2017,Dog,Spayed Female,2 years,Staffordshire Mix,Tan/White,0
A744057,*Hyatt,01/19/2018 05:45:00 PM,01/19/2018 05:45:00 PM,02/22/2014,Dog,Neutered Male,3 years,Pit Bull Mix,White/Black,0
A749294,*Coconut,05/26/2017 09:55:00 AM,05/26/2017 09:55:00 AM,05/13/2016,Cat,Spayed Female,1 year,Siamese Mix,Lynx Point,0
A748293,*Milton,05/22/2017 03:14:00 PM,05/22/2017 03:14:00 PM,02/01/2017,Dog,Intact Male,3 months,Pit Bull Mix,White,0
A700696,*Stormie,05/16/2015 08:53:00 AM,05/16/2015 08:53:00 AM,03/18/2015,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Blue/White,0
A684786,Noodles,08/03/2014 03:47:00 PM,08/03/2014 03:47:00 PM,09/28/2013,Dog,Neutered Male,10 months,Border Collie/Catahoula,Brown Merle/White,0
A690516,,10/22/2014 12:16:00 PM,10/22/2014 12:16:00 PM,10/21/2009,Cat,Intact Female,5 years,Domestic Shorthair Mix,Orange Tabby,1
A775531,*Cole,07/29/2018 03:57:00 PM,07/29/2018 03:57:00 PM,04/01/2018,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby,0
A808856,Millie,11/18/2019 07:37:00 PM,11/18/2019 07:37:00 PM,10/14/2019,Dog,Intact Female,5 weeks,Miniature Poodle Mix,Tan,0
A665840,,10/23/2013 01:33:00 PM,10/23/2013 01:33:00 PM,09/23/2013,Dog,Intact Female,4 weeks,Labrador Retriever Mix,Black/White,0
A729614,,06/22/2016 09:00:00 AM,06/22/2016 09:00:00 AM,06/21/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,0
A782332,*Patches,10/20/2018 04:19:00 PM,10/20/2018 04:19:00 PM,10/13/2017,Dog,Spayed Female,1 year,Border Collie Mix,White/Black,0
A776266,,08/02/2018 04:15:00 PM,08/02/2018 04:15:00 PM,04/25/2018,Dog,Intact Female,3 months,Labrador Retriever Mix,Black/White,0
A827643,Joansy,01/02/2021 01:04:00 PM,01/02/2021 01:04:00 PM,09/13/2020,Dog,Intact Female,3 months,Chihuahua Shorthair,Tan,0
A838829,,07/12/2021 06:12:00 PM,07/12/2021 06:12:00 PM,06/20/2021,Dog,Intact Female,3 weeks,Chihuahua Shorthair,Tan,0
A663822,Bluto,10/31/2014 03:37:00 PM,10/31/2014 03:37:00 PM,03/24/2013,Dog,Neutered Male,1 year,Plott Hound Mix,Brown Brindle/White,1
A751703,*Wally,06/12/2017 03:49:00 PM,06/12/2017 03:49:00 PM,05/20/2017,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,0
A835772,,06/01/2021 05:40:00 PM,06/01/2021 05:40:00 PM,05/10/2021,Cat,Intact Female,3 weeks,Domestic Shorthair,White/Cream,0
A793810,*Basil,06/06/2019 03:54:00 PM,06/06/2019 03:54:00 PM,04/01/2019,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0
A684424,Midnight,07/26/2014 11:43:00 AM,07/26/2014 11:43:00 AM,07/23/2013,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,0
A811711,Rocky,01/08/2020 05:23:00 PM,01/08/2020 05:23:00 PM,01/08/2019,Dog,Intact Male,1 year,Alaskan Malamute,Black/White,0
A744723,,03/06/2017 02:35:00 PM,03/06/2017 02:35:00 PM,03/06/2014,Other,Unknown,3 years,Bat Mix,Brown,1
A779459,*Shelly,09/12/2018 12:40:00 PM,09/12/2018 12:40:00 PM,09/01/2017,Dog,Spayed Female,1 year,Dalmatian/Australian Cattle Dog,White/Black,0
A675777,,04/20/2014 12:52:00 PM,04/20/2014 12:52:00 PM,02/14/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,0
A771217,*Lenny,05/23/2018 04:57:00 PM,05/23/2018 04:57:00 PM,02/11/2018,Dog,Neutered Male,3 months,Jack Russell Terrier Mix,Tan,0
A810378,*Grace,02/04/2020 02:07:00 PM,02/04/2020 02:07:00 PM,10/14/2019,Cat,Spayed Female,3 months,Domestic Medium Hair,Black/White,0
A679639,,05/25/2014 05:28:00 PM,05/25/2014 05:28:00 PM,05/24/2013,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black,0
A803414,Martie,01/25/2020 01:14:00 PM,01/25/2020 01:14:00 PM,08/31/2017,Dog,Spayed Female,2 years,Australian Cattle Dog/Alaskan Husky,Black/Tricolor,0
A752232,*Zuly,06/30/2017 05:49:00 PM,06/30/2017 05:49:00 PM,10/19/2016,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Black,0
A279920,Carry,09/05/2014 02:31:00 PM,09/05/2014 02:31:00 PM,07/23/2002,Dog,Neutered Male,12 years,American Eskimo Mix,Cream,1
A711168,Chucho,02/12/2020 12:56:00 PM,02/12/2020 12:56:00 PM,09/03/2013,Dog,Intact Male,6 years,American Pit Bull Terrier Mix,Sable/White,0
A669070,*Prince C.,04/19/2014 05:51:00 PM,04/19/2014 05:51:00 PM,12/22/2009,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White,0
A800121,Skylar,07/20/2019 06:18:00 PM,07/20/2019 06:18:00 PM,01/27/2017,Dog,Spayed Female,2 years,Pit Bull,Gray/White,0
A673435,,02/26/2014 03:13:00 PM,02/26/2014 03:13:00 PM,02/24/2012,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue,0
A740372,,12/18/2016 08:35:00 AM,12/18/2016 08:35:00 AM,12/16/2014,Other,Unknown,2 years,Raccoon Mix,Black/White,1
A705496,,06/18/2015 01:43:00 PM,06/18/2015 01:43:00 PM,06/11/2015,Cat,Unknown,1 week,Domestic Shorthair Mix,White/Blue,0
A743276,,02/11/2017 05:30:00 PM,02/11/2017 05:30:00 PM,02/07/2016,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/Brown,0
A620537,Chico,02/12/2018 06:12:00 PM,02/12/2018 06:12:00 PM,12/21/2011,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,White/Tan,0
A766418,*Milo,03/16/2018 06:11:00 PM,03/16/2018 06:11:00 PM,02/08/2016,Other,Neutered Male,2 years,Rabbit Sh Mix,Black,0
A834723,*Jarvis,05/22/2021 12:19:00 PM,05/22/2021 12:19:00 PM,05/17/2019,Cat,Neutered Male,2 years,Domestic Shorthair,Cream Tabby,0
A730840,Fido,07/15/2016 02:29:00 PM,07/15/2016 02:29:00 PM,07/11/2015,Dog,Intact Male,1 year,Beagle Mix,White,0
A759314,,10/05/2017 06:25:00 PM,10/05/2017 06:25:00 PM,05/30/2017,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Black/Brown,0
A665416,,10/21/2013 07:10:00 PM,10/21/2013 07:10:00 PM,08/06/2013,Dog,Spayed Female,2 months,Cairn Terrier Mix,Tan,0
A691218,Skama,11/16/2014 06:36:00 PM,11/16/2014 06:36:00 PM,05/01/2013,Dog,Neutered Male,1 year,American Bulldog,White/Black,0
A729352,Sugar,06/29/2020 03:47:00 PM,06/29/2020 03:47:00 PM,06/17/2006,Dog,Intact Female,14 years,Miniature Poodle Mix,Cream/White,0
A692585,,11/28/2014 06:45:00 PM,11/28/2014 06:45:00 PM,09/23/2014,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby,0
A689268,,10/01/2014 03:19:00 PM,10/01/2014 03:19:00 PM,09/09/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,0
A698129,Pepper,07/08/2015 04:38:00 PM,07/08/2015 04:38:00 PM,11/06/2014,Dog,Spayed Female,8 months,Dachshund Mix,Black/Tan,0
A823825,,10/03/2020 08:27:00 AM,10/03/2020 08:27:00 AM,10/01/2018,Other,Unknown,2 years,Bat,Brown,1
A796601,,06/12/2019 04:37:00 PM,06/12/2019 04:37:00 PM,06/03/2016,Other,Unknown,3 years,Bat,Brown,1
A792022,,04/08/2019 06:00:00 PM,04/08/2019 06:00:00 PM,02/04/2019,Dog,Neutered Male,2 months,German Shepherd Mix,Black/Tan,0
A764470,Jenny,01/02/2018 05:13:00 PM,01/02/2018 05:13:00 PM,12/30/2010,Other,Intact Female,7 years,Rabbit Sh Mix,Brown,0
A686100,,08/20/2014 05:17:00 PM,08/20/2014 05:17:00 PM,06/16/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,0
A724329,,06/11/2016 05:52:00 PM,06/11/2016 05:52:00 PM,03/31/2016,Dog,Neutered Male,2 months,Labrador Retriever Mix,Sable/White,0
A711411,,09/07/2015 02:49:00 PM,09/07/2015 02:49:00 PM,08/22/2015,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,0
A498745,Peeps,08/31/2020 12:36:00 PM,08/31/2020 12:36:00 PM,08/31/1997,Dog,Spayed Female,23 years,Wolf Hybrid Mix,White/Gray,1
A705059,Egypt,06/24/2015 04:03:00 PM,06/24/2015 04:03:00 PM,04/20/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0
